cost_bps,ending_value,total_return,transaction_cost_paid
5.0,1468851.6087466911,0.4688516087466912,1216.9221698103242
10.0,1467302.128079096,0.4673021280790961,2432.7304065152666
25.0,1462661.1340390937,0.4626611340390938,6073.479473466801
50.0,1454950.9195334427,0.4549509195334427,12119.19009978892
