cost_bps,ending_value,total_return,transaction_cost_paid
5.0,2598709.7039896776,1.5987097039896776,2549.975607302352
10.0,2594082.760572664,1.5940827605726642,5095.023665794085
25.0,2580246.6898032674,1.5802466898032672,12700.682340293595
50.0,2557335.0993579174,1.5573350993579176,25278.972115592944
