factor_name,quantile,forward_return
accruals,1,0.015789676124550598
accruals,2,0.014805821192265315
accruals,3,0.015269672850654585
accruals,4,0.013287252812631463
accruals,5,0.01652669138228646
beta_to_spy,1,0.019759869465033737
beta_to_spy,2,0.01672091448196435
beta_to_spy,3,0.01426161984319312
beta_to_spy,4,0.012817701455697732
beta_to_spy,5,0.013034657002442837
book_to_market,1,0.0174020286530261
book_to_market,2,0.014505125295019244
book_to_market,3,0.01413227384398492
book_to_market,4,0.01349724026212137
book_to_market,5,0.01713617749041807
earnings_yield,1,0.016825333039038055
earnings_yield,2,0.01235894426406325
earnings_yield,3,0.015132045831647371
earnings_yield,4,0.015328724443920715
earnings_yield,5,0.01669506981286271
free_cash_flow_yield,1,0.016917523597899935
free_cash_flow_yield,2,0.014426279902288102
free_cash_flow_yield,3,0.013916194857051886
free_cash_flow_yield,4,0.013895511370496263
free_cash_flow_yield,5,0.01678455714367566
max_drawdown_252d,1,0.013330365694021414
max_drawdown_252d,2,0.014375809056139817
max_drawdown_252d,3,0.014074428403073868
max_drawdown_252d,4,0.015330613862762391
max_drawdown_252d,5,0.019488280041957844
momentum_12_1,1,0.017475759488096758
momentum_12_1,2,0.017473745945303328
momentum_12_1,3,0.015455867336372078
momentum_12_1,4,0.013695432308510391
momentum_12_1,5,0.012447594955259192
momentum_3m,1,0.016407523271864094
momentum_3m,2,0.014420943768448196
momentum_3m,3,0.014440888880067372
momentum_3m,4,0.014889798512633404
momentum_3m,5,0.016443915527540955
momentum_6m,1,0.016802460050531553
momentum_6m,2,0.013836538955261237
momentum_6m,3,0.015219528919814118
momentum_6m,4,0.014885345157234348
momentum_6m,5,0.01585825539613654
realized_vol_252d,1,0.019267866584847946
realized_vol_252d,2,0.01567629982399008
realized_vol_252d,3,0.014049324612711786
realized_vol_252d,4,0.013289300116854617
realized_vol_252d,5,0.01431659188410096
realized_vol_60d,1,0.018362504191540178
realized_vol_60d,2,0.015323950967099452
realized_vol_60d,3,0.014411185535493923
realized_vol_60d,4,0.013728599575331018
realized_vol_60d,5,0.014772871648293821
roe,1,0.015161784730391852
roe,2,0.014078229330012142
roe,3,0.016985613953176302
roe,4,0.014957360682387323
roe,5,0.015370983983518115
sales_yield,1,0.013451193420405762
sales_yield,2,0.016599139070656122
sales_yield,3,0.015418144025329478
sales_yield,4,0.014644022129987935
sales_yield,5,0.016299857392477753
