metric,estimate,lower_95,upper_95,one_sided_lower_95,bootstrap_samples,block_size,seed
sharpe_ratio,0.944832236199684,0.19863344888617188,1.8301904645264706,0.3263380665749045,2000,21,42
alpha_annualized,0.030508464210205533,-0.023094740400780734,0.08452775155456423,-0.013716756350611056,2000,21,42
max_drawdown,-0.23243528926138934,-0.381900071089824,-0.13524466690464806,-0.34924449058628637,2000,21,42
