fold,model_type,train_start,train_end,test_start,test_end,train_rows,test_rows,purged_rows,mse,mae,rank_ic
1,lightgbm,2016-01-29,2018-12-31,2019-01-31,2019-03-29,13755,1249,413,0.07564827640465054,0.23706094321414406,0.005109160809799318
2,lightgbm,2016-04-29,2019-03-29,2019-04-30,2019-06-28,13896,1249,418,0.07467744798495105,0.23552796703409795,0.01326260498287191
3,lightgbm,2016-07-29,2019-06-28,2019-07-31,2019-09-30,14019,1260,416,0.07673766946147499,0.23925202603873183,-0.045579359378033986
4,lightgbm,2016-10-31,2019-09-30,2019-10-31,2019-12-31,14124,1279,422,0.07474319318714442,0.2357371436678228,-0.006790912427681654
5,lightgbm,2017-01-31,2019-12-31,2020-01-31,2020-03-31,14238,1283,429,0.07751430598790753,0.24068657982447883,0.08777241750282723
6,lightgbm,2017-04-28,2020-03-31,2020-04-30,2020-06-30,14359,1297,424,0.07510635321104997,0.23665739821089182,0.04846161139309049
7,lightgbm,2017-07-31,2020-06-30,2020-07-31,2020-09-30,14463,1304,434,0.07505840702921172,0.23602314541274158,-0.04327922052384482
8,lightgbm,2017-10-31,2020-09-30,2020-10-30,2020-12-31,14573,1310,434,0.07644728005836723,0.23909179609754314,-0.017050656609575447
9,lightgbm,2018-01-31,2020-12-31,2021-01-29,2021-03-31,14676,1324,438,0.07615579996720734,0.2379561753427265,-0.031176980518699188
10,lightgbm,2018-04-30,2021-03-31,2021-04-30,2021-06-30,14783,1339,444,0.07675320509042548,0.2382460013615663,0.005066055949583531
11,lightgbm,2018-07-31,2021-06-30,2021-07-30,2021-09-30,14903,1343,447,0.07670141556498801,0.23898456414885075,0.012585635491027477
12,lightgbm,2018-10-31,2021-09-30,2021-10-29,2021-12-31,15024,1347,447,0.07887942607454111,0.24262506326239594,-0.07042355096345977
13,lightgbm,2019-01-31,2021-12-31,2022-01-31,2022-03-31,15134,1351,450,0.07876844010772695,0.24311657151416555,-0.025258730666264387
14,lightgbm,2019-04-30,2022-03-31,2022-04-29,2022-06-30,15235,1365,451,0.07703549169316347,0.23864066884021556,-0.007043042139154714
15,lightgbm,2019-07-31,2022-06-30,2022-07-29,2022-09-30,15345,1371,457,0.07653505450726274,0.23781435578283966,-0.030923436645210568
16,lightgbm,2019-10-31,2022-09-30,2022-10-31,2022-12-30,15456,1384,457,0.07791457461664013,0.24004994781749955,-0.019531155518869296
17,lightgbm,2020-01-31,2022-12-30,2023-01-31,2023-03-31,15555,1391,463,0.07717110630922333,0.23894087394574562,-0.032339516806282366
18,lightgbm,2020-04-30,2023-03-31,2023-04-28,2023-06-30,15661,1398,465,0.07789673707831196,0.2412036832922567,0.12092812588666178
19,lightgbm,2020-07-31,2023-06-30,2023-07-31,2023-09-29,15760,1398,467,0.07848073265640468,0.24156876711854183,-0.05182681047466573
20,lightgbm,2020-10-30,2023-09-29,2023-10-31,2023-12-29,15856,1397,465,0.07673813235302955,0.23917598671878104,0.04079985564168756
