factor,coefficient,annualized_coefficient,t_stat,p_value
alpha,0.00010194504753190044,0.02569015197803891,0.804458236747878,0.42113237947549453
Mkt-RF,0.9378214051195007,0.9378214051195007,62.98251492462175,0.0
SMB,0.09293819811994293,0.09293819811994293,3.83508797246301,0.00012551935991904266
HML,0.17005300422075958,0.17005300422075958,7.695846156973286,1.4056084941631909e-14
RMW,-0.10063599251360032,-0.10063599251360032,-3.583370035874006,0.000339189564855477
CMA,0.11386230976213574,0.11386230976213574,3.5433614441819663,0.00039506084285397463
Mom,-0.10066182317047212,-0.10066182317047212,-7.040282632395384,1.9185028037375017e-12
