date,symbol,weight,sector,position_value
2021-02-01,AAL,0.04999998148890577,Industrials,49942.643094647145
2021-02-01,NCLH,0.04999993102213174,Consumer Discretionary,49942.592685746815
2021-02-01,RCL,0.04999993914746349,Consumer Discretionary,49942.600801760695
2021-02-01,DXC,0.049999952774120275,Information Technology,49942.61441279086
2021-02-01,AMZN,0.04999996838220769,Consumer Discretionary,49942.630002979415
2021-02-01,EXPE,0.049999898336991304,Consumer Discretionary,49942.56003808866
2021-02-01,LYV,0.04999988471803606,Communication Services,49942.54643475121
2021-02-01,AES,0.04999992804840763,Utilities,49942.58971543288
2021-02-01,NRG,0.04999993654135027,Utilities,49942.598198636086
2021-02-01,AON,0.04999995170069288,Financials,49942.613340594435
2021-02-01,UAL,0.0001002455990602412,Industrials,100.1306405840489
2021-02-01,CHTR,0.049999936813736566,Communication Services,49942.598470710014
2021-02-01,OMC,0.049999880651269146,Communication Services,49942.54237264793
2021-02-01,VTR,0.00010041265585958746,Real Estate,100.29750580795175
2021-02-01,ORLY,0.049999814408580444,Consumer Discretionary,49942.47620592424
2021-02-01,BIO,0.049999903724626794,Information Technology,49942.56541954578
2021-02-01,AVGO,0.04999812944934085,Information Technology,49940.79317894251
2021-02-01,PGR,0.049999790913726944,Financials,49942.4527380139
2021-02-01,GILD,0.049999879967131705,Health Care,49942.54168929504
2021-02-01,SBAC,0.04999974413864405,Real Estate,49942.40601657119
2021-02-01,PYPL,0.030711248520229724,Financials,30676.029833674445
2021-02-01,BMY,0.049999733025106706,Health Care,49942.394915778495
2021-02-01,ROL,0.00010046801692831993,Industrials,100.352803390365
2021-02-01,REGN,0.018890500260052342,Health Care,18868.837232999147
2021-02-01,BDX,0.00010093969539951095,Health Care,100.82394095563288
2021-02-02,AAL,0.048363718709590914,Industrials,49201.21431433071
2021-02-02,NCLH,0.050275958844627655,Consumer Discretionary,51146.56796402328
2021-02-02,RCL,0.05128018308944566,Consumer Discretionary,52168.18196739683
2021-02-02,DXC,0.049400529879376626,Information Technology,50255.97953770884
2021-02-02,AMZN,0.04963764794321479,Consumer Discretionary,50497.203682335814
2021-02-02,EXPE,0.052497682865066814,Consumer Discretionary,53406.76471054116
2021-02-02,LYV,0.051141583085789186,Communication Services,52027.1818816752
2021-02-02,AES,0.050952484632489754,Utilities,51834.808884405065
2021-02-02,NRG,0.04969699297435893,Utilities,50557.576368177986
2021-02-02,AON,0.049923845103104054,Financials,50788.35680652831
2021-02-02,UAL,0.00010061951355758291,Industrials,102.3619023275933
2021-02-02,CHTR,0.05054144095846585,Communication Services,51416.64732781265
2021-02-02,OMC,0.04895186199755563,Communication Services,49799.54224962549
2021-02-02,VTR,9.800981195883368e-05,Real Estate,99.70700954675654
2021-02-02,ORLY,0.05004038333967751,Consumer Discretionary,50906.91309017338
2021-02-02,BIO,0.04950399005677553,Information Technology,50361.23129454268
2021-02-02,AVGO,0.05015722234443885,Information Technology,51025.775350291435
2021-02-02,PGR,0.04941129712084916,Financials,50266.93323129153
2021-02-02,GILD,0.049115054140480674,Health Care,49965.56032707489
2021-02-02,SBAC,0.0497326888620403,Real Estate,50593.89038758781
2021-02-02,PYPL,0.031057798462043748,Financials,31595.614213165838
2021-02-02,BMY,0.04966835469756166,Health Care,50528.442173540134
2021-02-02,ROL,0.00010076892976213659,Industrials,102.5139059141335
2021-02-02,REGN,0.018251961757344018,Health Care,18568.023841846694
2021-02-02,BDX,9.792088042412904e-05,Health Care,99.61653801944121
2021-02-03,AAL,0.051301782031460595,Industrials,52196.58726560743
2021-02-03,NCLH,0.05173797349817768,Consumer Discretionary,52640.3867800775
2021-02-03,RCL,0.05182631852023233,Consumer Discretionary,52730.27271523527
2021-02-03,DXC,0.04931744566766307,Information Technology,50177.64012428282
2021-02-03,AMZN,0.048640807876617696,Consumer Discretionary,49489.200422795475
2021-02-03,EXPE,0.053397360369511586,Consumer Discretionary,54328.7166627289
2021-02-03,LYV,0.05190543797935179,Communication Services,52810.772175269696
2021-02-03,AES,0.05114406210668181,Utilities,52036.11639127811
2021-02-03,NRG,0.04935378155200055,Utilities,50214.609778797574
2021-02-03,AON,0.04875157537528468,Financials,49601.89992720681
2021-02-03,UAL,0.00010358861062567092,Industrials,105.39540226750913
2021-02-03,CHTR,0.049925544847330326,Communication Services,50796.345764530975
2021-02-03,OMC,0.050109336675990254,Communication Services,50983.343288661235
2021-02-03,VTR,9.880608687347188e-05,Real Estate,100.52946177779258
2021-02-03,ORLY,0.049754230489651094,Consumer Discretionary,50622.04334332128
2021-02-03,BIO,0.04906068311788081,Information Technology,49916.3991243497
2021-02-03,AVGO,0.048921656168560104,Information Technology,49774.947268193144
2021-02-03,PGR,0.04952480224798782,Financials,50388.61341627064
2021-02-03,GILD,0.04864905204893678,Health Care,49497.58838989615
2021-02-03,SBAC,0.04800139071446946,Real Estate,48838.63055208942
2021-02-03,PYPL,0.03140302981647673,Financials,31950.761188276265
2021-02-03,BMY,0.04894420600886685,Health Care,49797.89042261757
2021-02-03,ROL,9.969449545942698e-05,Industrials,101.43336597854496
2021-02-03,REGN,0.017928505008909305,Health Care,18241.21383669548
2021-02-03,BDX,9.892868500006132e-05,Health Care,100.65419825983528
2021-02-04,AAL,0.04986578783679747,Industrials,51603.44197869321
