metric,estimate,lower_95,upper_95,one_sided_lower_95,bootstrap_samples,block_size,seed
sharpe_ratio,0.8651746037671323,0.1417200922870733,1.7279826436447783,0.2606469223174363,2000,21,42
alpha_annualized,0.018286891711997693,-0.03939191734984827,0.07864752647636139,-0.029074358217606594,2000,21,42
max_drawdown,-0.27391874758885837,-0.4016675965190712,-0.139313230496397,-0.36850720140050053,2000,21,42
