signal_date,execution_date,execution_price_model,symbol,trade_notional,current_weight,target_weight,commission,slippage,market_impact,total_cost,adv_participation
2021-01-29,2021-02-01,close,AAL,49999.99869829932,0.0,0.049999998698299325,4.999999869829932,24.99999934914966,20.681825606200416,50.68182482518001,4.0665185820491214e-05
2021-01-29,2021-02-01,close,F,49999.99849571963,0.0,0.04999999849571963,4.999999849571963,24.999999247859815,17.107684368756974,47.10768346618875,6.687571553610854e-05
2021-01-29,2021-02-01,close,AVGO,49999.998182957635,0.0,0.04999999818295763,4.9999998182957635,24.99999909147882,11.430095196646695,41.43009410642128,7.49730113323702e-05
2021-01-29,2021-02-01,close,LYV,49999.99369513009,0.0,0.04999999369513009,4.999999369513009,24.999996847565047,40.94362545349297,70.94362167057102,0.0002811198387128701
2021-01-29,2021-02-01,close,CCL,29996.902038960074,0.0,0.029996902038960074,2.9996902038960074,14.998451019480036,20.54862595456094,38.546767177936985,4.258077929895267e-05
2021-01-29,2021-02-01,close,BA,49999.97422505153,0.0,0.04999997422505153,4.999997422505152,24.999987112525762,10.918937258102087,40.918921793133,1.8105804975830578e-05
2021-01-29,2021-02-01,close,FTI,49999.92850392148,0.0,0.04999992850392148,4.9999928503921485,24.99996425196074,92.77012428289004,122.77008138524292,0.0004972919786332781
2021-01-29,2021-02-01,close,TSLA,49999.98416663884,0.0,0.04999998416663884,4.999998416663884,24.99999208331942,3.895378675886464,33.89536917586977,1.617786587907678e-06
2021-01-29,2021-02-01,close,EA,49999.993014624786,0.0,0.04999999301462479,4.999999301462479,24.999996507312392,15.557168000808016,45.55716380958289,0.00012025984653378678
2021-01-29,2021-02-01,close,TROW,49999.9790843206,0.0,0.0499999790843206,4.99999790843206,24.9999895421603,23.495370510985236,53.4953579615776,0.00032970753651246043
2021-01-29,2021-02-01,close,BMY,49999.99032578916,0.0,0.049999990325789154,4.999999032578915,24.999995162894578,12.075216105975597,42.07521030144909,7.872761259963972e-05
2021-01-29,2021-02-01,close,SBAC,49999.98243153514,0.0,0.049999982431535146,4.999998243153514,24.999991215767572,20.493813171434397,50.49380263035548,0.0002960643789561734
2021-01-29,2021-02-01,close,AON,49999.901494240876,0.0,0.04999990149424088,4.999990149424088,24.99995074712044,14.92296509530074,44.92290599184527,0.00016441258827836874
2021-01-29,2021-02-01,close,WTW,49999.79273897702,0.0,0.04999979273897702,4.999979273897702,24.999896369488507,18.729170239999267,48.729045883385474,0.000233856102339319
2021-01-29,2021-02-01,close,BKNG,49999.85856152825,0.0,0.04999985856152825,4.999985856152825,24.999929280764125,20.556580681208786,50.55649581812574,5.9883924217283606e-05
2021-01-29,2021-02-01,close,AJG,35064.555305727576,0.0,0.03506455530572757,3.5064555305727576,17.53227765286379,14.784349284774361,35.82308246821091,0.0003684190075434933
2021-01-29,2021-02-01,close,GOOG,49999.975820717795,0.0,0.049999975820717794,4.99999758207178,24.9999879103589,5.290041845669718,35.2900273381004,1.634155387012036e-05
2021-01-29,2021-02-01,close,PGR,49999.96067989185,0.0,0.04999996067989185,4.999996067989184,24.99998033994592,20.869915941872314,50.869892349807415,0.00021967344200081928
2021-01-29,2021-02-01,close,CHTR,49999.97873756615,0.0,0.04999997873756615,4.999997873756615,24.999989368783073,14.15910074654432,44.15908798908401,6.489415967757739e-05
2021-01-29,2021-02-01,close,CBOE,14935.780853459322,0.0,0.014935780853459322,1.4935780853459322,7.467890426729662,6.535117670419864,15.49658618249546,0.00023608222611846372
2021-01-29,2021-02-01,close,GEN,49999.981608166214,0.0,0.04999998160816621,4.999998160816621,24.999990804083108,31.910770333126887,61.91075929802662,0.00046409123542983245
2021-01-29,2021-02-01,close,NRG,19702.613314445385,0.0,0.019702613314445384,1.9702613314445385,9.851306657222693,8.934192205368664,20.755760194035894,0.0002165356423763808
2021-01-29,2021-02-01,close,COO,100.1323996718833,0.0,0.00010013239967188331,0.010013239967188331,0.050066199835941655,0.0027814921098392818,0.06286093191296926,9.654971364205384e-07
2021-01-29,2021-02-01,close,CVS,100.15312534964464,0.0,0.00010015312534964465,0.010015312534964464,0.05007656267482232,0.0016457943253550178,0.06173766953514181,2.3980930213238594e-07
2021-01-29,2021-02-01,close,WMT,100.59249730960731,0.0,0.00010059249730960731,0.01005924973096073,0.05029624865480366,0.0005056490344852608,0.060861147420249645,9.51786778822377e-08
2021-02-26,2021-03-01,close,AAL,-9174.911002215853,0.058551465404782094,0.050000000015344215,0.9174911002215853,4.587455501107927,1.5705976014057361,7.075544202735249,9.762149039072998e-06
2021-02-26,2021-03-01,close,AJG,58.38555605622897,0.03466282200116976,0.03471724019244566,0.005838555605622897,0.029192778028114486,0.0009326615740625526,0.035963995207799936,6.169068134499581e-07
2021-02-26,2021-03-01,close,AON,-2544.565963826349,0.052371659834108776,0.05000000001467866,0.2544565963826349,1.2722829819131747,0.16312905237084518,1.6898686306666546,6.450268717181769e-06
2021-02-26,2021-03-01,close,AVGO,1253.3845082222613,0.048831784169600156,0.049999999778354474,0.12533845082222614,0.6266922541111306,0.04624968808105651,0.7982803930144133,1.7382890954620835e-06
2021-02-26,2021-03-01,close,BA,-3583.869299012522,0.053340341329020234,0.05000000001526004,0.3583869299012522,1.7919346495062607,0.16043751763049993,2.3107590970380127,1.3075217055352914e-06
2021-02-26,2021-03-01,close,BKNG,-4584.110647248692,0.054272615142558954,0.050000000015084325,0.4584110647248692,2.292055323624346,0.39601329057954443,3.1464796789287597,5.508450558089301e-06
