factor,coefficient,annualized_coefficient,t_stat,p_value
alpha,8.567493968738165e-05,0.021590084801220176,0.7800455540876959,0.43536406205357003
Mkt-RF,0.937831865452583,0.937831865452583,54.68421044726925,0.0
SMB,0.01569023370938545,0.01569023370938545,0.7009400908224775,0.48334040354875796
HML,0.06643919545974744,0.06643919545974744,3.4600935740574355,0.0005399877047659903
RMW,-0.03583245404819431,-0.03583245404819431,-1.3407739441024515,0.17999385833042902
CMA,0.008760055765461329,0.008760055765461329,0.25991851693143625,0.7949266275910383
Mom,-0.02982382701703855,-0.02982382701703855,-2.1129801659796335,0.03460246552908163
