metric,estimate,lower_95,upper_95,one_sided_lower_95,bootstrap_samples,block_size,seed
sharpe_ratio,1.4321458514448706,0.11030923751469086,3.2383341783809674,0.30699899214404,2000,21,42
alpha_annualized,0.09636171407488743,-0.014988385524978531,0.2213570596706336,0.008232761178678586,2000,21,42
max_drawdown,-0.1386062811371811,-0.19252633811169928,-0.05363564623841577,-0.1772178021648181,2000,21,42
