cost_bps,ending_value,total_return,transaction_cost_paid
5.0,1168939.5858609588,0.1689395858609588,628.6771922256761
10.0,1168217.251931718,0.168217251931718,1257.212197007246
25.0,1166051.1604192697,0.1660511604192696,3141.964300426598
50.0,1162444.0408127385,0.16244404081273855,6280.37605177372
