cost_bps,ending_value,total_return,transaction_cost_paid
5.0,6704176.148880263,5.704176148880263,6211.316260699146
10.0,6687581.450745519,5.687581450745519,12402.374592888
25.0,6638031.208140798,5.638031208140798,30854.539568747452
50.0,6556221.70664188,5.55622170664188,61207.987006030344
