factor_name,horizon_days,rank_ic
accruals,1,0.007233931104032459
beta_to_spy,1,-0.045404317336683396
book_to_market,1,-0.008546461827098678
debt_to_equity,1,-0.001893196858319871
earnings_yield,1,-0.02670285436001514
free_cash_flow_yield,1,0.008583656400315873
gross_margin,1,-0.008436848204600883
max_drawdown_252d,1,0.006604125123349143
momentum_12_1,1,0.03406321297592067
momentum_3m,1,-0.021858897966724983
momentum_6m,1,-0.0005110468620930694
operating_margin,1,0.0428920618095946
realized_vol_252d,1,-0.030918164623343205
realized_vol_60d,1,-0.013497675186218187
roe,1,-0.05721535905831177
sales_yield,1,-0.00035951977333820623
accruals,5,0.013746179358393144
beta_to_spy,5,-0.05852908996041015
book_to_market,5,0.024765966603159023
debt_to_equity,5,0.005799632104171246
earnings_yield,5,0.011132692304710116
free_cash_flow_yield,5,0.02113054921671549
gross_margin,5,-0.049214939510267175
max_drawdown_252d,5,0.06862128343949707
momentum_12_1,5,-0.07472811780532361
momentum_3m,5,-0.03488528244245114
momentum_6m,5,-0.02084624391615224
operating_margin,5,0.021423909929465263
realized_vol_252d,5,-0.050241659493813574
realized_vol_60d,5,-0.033953351202494896
roe,5,-0.037038206197974724
sales_yield,5,0.039784059912077965
accruals,21,0.005532584803786513
beta_to_spy,21,-0.07764291244574852
book_to_market,21,0.05589169557535811
debt_to_equity,21,-0.013081712727826588
earnings_yield,21,0.0137112382826316
free_cash_flow_yield,21,0.013924102293367767
gross_margin,21,0.045931503145113683
max_drawdown_252d,21,0.08018883158588172
momentum_12_1,21,-0.0992209680925986
momentum_3m,21,-0.07550185228292221
momentum_6m,21,-0.050508802595226505
operating_margin,21,0.016940029028430593
realized_vol_252d,21,-0.05700200198605495
realized_vol_60d,21,-0.06736193530872889
roe,21,-0.043123524866263356
sales_yield,21,0.05600926081637415
accruals,63,0.008300344125754658
beta_to_spy,63,-0.11405020709931653
book_to_market,63,0.08259250312538009
debt_to_equity,63,-0.0365801301945806
earnings_yield,63,0.03746087101361939
free_cash_flow_yield,63,0.026358704609609537
gross_margin,63,0.06512140638952763
max_drawdown_252d,63,0.097818926190276
momentum_12_1,63,-0.12193072362284806
momentum_3m,63,-0.07526336276052198
momentum_6m,63,-0.07468373013114975
operating_margin,63,0.00826773726956779
realized_vol_252d,63,-0.06823008591944209
realized_vol_60d,63,-0.07749835073051102
roe,63,-0.040668770394356867
sales_yield,63,0.06391321562846652
