factor_name,quantile,forward_return
accruals,1,0.016606446381210598
accruals,2,0.019215023304115026
accruals,3,0.02349324699406058
accruals,4,0.01865013125506922
accruals,5,0.02211402185929622
beta_to_spy,1,0.03048105386359771
beta_to_spy,2,0.024475720809307645
beta_to_spy,3,0.01572855652527275
beta_to_spy,4,0.01581840339085376
beta_to_spy,5,0.015853702440316964
book_to_market,1,0.01864216459375593
book_to_market,2,0.014202766656277552
book_to_market,3,0.01942351816332728
book_to_market,4,0.020795572587969494
book_to_market,5,0.028781018436004238
debt_to_equity,1,0.02472517761185501
debt_to_equity,2,0.02020654746215075
debt_to_equity,3,0.01925163530154275
debt_to_equity,4,0.024202123185146685
debt_to_equity,5,0.0168935643536873
earnings_yield,1,0.02435335829211958
earnings_yield,2,0.013465029775785259
earnings_yield,3,0.020901239851477127
earnings_yield,4,0.01728945761049559
earnings_yield,5,0.0257731505225977
free_cash_flow_yield,1,0.0218545786733428
free_cash_flow_yield,2,0.015366147564409025
free_cash_flow_yield,3,0.016404379108490935
free_cash_flow_yield,4,0.01915719671639231
free_cash_flow_yield,5,0.027845852805313213
gross_margin,1,0.01137995135830045
gross_margin,2,0.021517145674171692
gross_margin,3,0.03028299556851863
gross_margin,4,0.018401736615619977
gross_margin,5,0.023989746436351572
max_drawdown_252d,1,0.014929933442491494
max_drawdown_252d,2,0.01614107312156785
max_drawdown_252d,3,0.015283309855027268
max_drawdown_252d,4,0.021351769234046733
max_drawdown_252d,5,0.034751362814702424
momentum_12_1,1,0.03229435007772014
momentum_12_1,2,0.022586725392461676
momentum_12_1,3,0.020093009149248088
momentum_12_1,4,0.01566186976383863
momentum_12_1,5,0.011557677540427693
momentum_3m,1,0.02815102266423521
momentum_3m,2,0.02129976334353582
momentum_3m,3,0.01760201388797813
momentum_3m,4,0.01696477310399398
momentum_3m,5,0.018383666535339443
momentum_6m,1,0.028786541519815176
momentum_6m,2,0.018011088220458178
momentum_6m,3,0.018363366635884445
momentum_6m,4,0.01879449549103694
momentum_6m,5,0.018439864821345447
operating_margin,1,0.015427627313733684
operating_margin,2,0.021464659667425126
operating_margin,3,0.018240313087238155
operating_margin,4,0.02057679519202477
operating_margin,5,0.02309774756399423
realized_vol_252d,1,0.0276581852686673
realized_vol_252d,2,0.024833476438334664
realized_vol_252d,3,0.018394445164928306
realized_vol_252d,4,0.015108267406297423
realized_vol_252d,5,0.016389490396256156
realized_vol_60d,1,0.030509783049823352
realized_vol_60d,2,0.0204024049853891
realized_vol_60d,3,0.01922840581244294
realized_vol_60d,4,0.01694988286079654
realized_vol_60d,5,0.015285013289189108
roe,1,0.02116430787447669
roe,2,0.02762298048660448
roe,3,0.021625286500641484
roe,4,0.018364785495634642
roe,5,0.013165972002853433
sales_yield,1,0.014762064574539572
sales_yield,2,0.018663921884988544
sales_yield,3,0.02081275938975297
sales_yield,4,0.0251423524928179
sales_yield,5,0.0242032800966102
