metric,estimate,lower_95,upper_95,one_sided_lower_95,bootstrap_samples,block_size,seed
sharpe_ratio,1.4321458513102243,0.11030923727055714,3.2383341778875017,0.3069989907529136,2000,21,42
alpha_annualized,0.09636171402156048,-0.014988385465599174,0.2213570595868035,0.008232761298315815,2000,21,42
max_drawdown,-0.1386062811351444,-0.19252633816844059,-0.053635646238268775,-0.17721780219200223,2000,21,42
