cost_bps,ending_value,total_return,transaction_cost_paid
5.0,7564218.217066544,6.564218217066544,7285.511142774254
10.0,7544404.649592366,6.544404649592366,14545.484501510873
25.0,7485260.873000933,6.485260873000933,36172.904460679674
50.0,7387670.526106031,6.387670526106031,71714.60199913167
