daily_loss,drawdown,realized_vol,beta,single_name_weight,tracking_error,portfolio_daily_return,benchmark_daily_return,active_return
0.005466918357981888,-0.01318457952510732,0.13704919844846372,0.8518090982036176,0.05000000017456611,0.05912290047911001,0.005466918357981888,-0.0025763939780845,0.008043312336066389
