daily_loss,drawdown,realized_vol,beta,single_name_weight,tracking_error,portfolio_daily_return,benchmark_daily_return,active_return
0.002536299174356953,-0.0015329561047306983,0.13469305033195472,0.8601430089993906,0.05000000017456611,0.05847703644601196,0.002536299174356953,0.0040549615683631,-0.0015186623940061468
