fold,model_type,train_start,train_end,test_start,test_end,train_rows,test_rows,purged_rows,mse,mae,rank_ic
1,ridge,2023-01-31,2024-06-28,2024-07-31,2024-09-30,7903,1405,467,0.07828772229194735,0.24098392086399037,0.08246811603646959
2,ridge,2023-01-31,2024-09-30,2024-10-31,2024-12-31,9307,1406,468,0.0808309879201743,0.24544420004981357,-0.0435978703788235
3,ridge,2023-01-31,2024-12-31,2025-01-31,2025-03-31,10710,1415,471,0.08052232817241627,0.24465239984876153,-0.05661881243294027
4,ridge,2023-01-31,2025-03-31,2025-04-30,2025-06-30,12124,1417,472,0.08359288625027564,0.24952910573922346,-0.2569766426435924
5,ridge,2023-01-31,2025-06-30,2025-07-31,2025-09-30,13540,1419,473,0.07907830134547593,0.24278923141221218,-0.030178506449437197
6,ridge,2023-01-31,2025-09-30,2025-10-31,2025-12-31,14959,1421,473,0.0803784929132081,0.24475863217584387,0.08476744383071355
7,ridge,2023-01-31,2025-12-31,2026-01-30,2026-03-31,16379,1425,474,0.08102980905243762,0.2468048360824033,0.04120853062925992
8,ridge,2023-01-31,2026-03-31,2026-04-30,2026-04-30,17802,477,476,0.079838315112219,0.24474802740210744,0.051970436868202706
