fold,model_type,train_start,train_end,test_start,test_end,train_rows,test_rows,purged_rows,mse,mae,rank_ic
1,lightgbm,2016-01-29,2018-12-31,2019-01-31,2019-03-29,13755,1249,413,0.07545066419228255,0.23663355075567016,0.04577963550545978
2,lightgbm,2016-04-29,2019-03-29,2019-04-30,2019-06-28,13896,1249,418,0.07511435427537067,0.23574120341150218,0.014008461141974899
3,lightgbm,2016-07-29,2019-06-28,2019-07-31,2019-09-30,14019,1260,416,0.0778429877663117,0.24049571502271264,-0.058740090537788864
4,lightgbm,2016-10-31,2019-09-30,2019-10-31,2019-12-31,14124,1279,422,0.0747756860894341,0.23575185223555858,0.029387306416884928
5,lightgbm,2017-01-31,2019-12-31,2020-01-31,2020-03-31,14238,1283,429,0.07769279348844407,0.24033143745259125,0.04979148825267941
6,lightgbm,2017-04-28,2020-03-31,2020-04-30,2020-06-30,14359,1297,424,0.07510882842336707,0.23643870678596166,0.03812712923331163
7,lightgbm,2017-07-31,2020-06-30,2020-07-31,2020-09-30,14463,1304,434,0.07546912026698173,0.23594175850126792,-0.01000631811956579
8,lightgbm,2017-10-31,2020-09-30,2020-10-30,2020-12-31,14573,1310,434,0.07726385234982168,0.24039602745066144,-0.027815039004398717
9,lightgbm,2018-01-31,2020-12-31,2021-01-29,2021-03-31,14676,1324,438,0.07619358452024706,0.23827688520545634,0.012611582664160364
10,lightgbm,2018-04-30,2021-03-31,2021-04-30,2021-06-30,14783,1339,444,0.0767292271946519,0.23800087658631303,0.024403544874883602
11,lightgbm,2018-07-31,2021-06-30,2021-07-30,2021-09-30,14903,1343,447,0.07685098761555993,0.2388525165966595,0.032656967821626456
12,lightgbm,2018-10-31,2021-09-30,2021-10-29,2021-12-31,15024,1347,447,0.07953144840366129,0.24370739044633777,-0.04058392229320192
13,lightgbm,2019-01-31,2021-12-31,2022-01-31,2022-03-31,15134,1351,450,0.07974347379822637,0.24410801337731106,-0.038500379682098955
14,lightgbm,2019-04-30,2022-03-31,2022-04-29,2022-06-30,15235,1365,451,0.0773687853829354,0.23900441086459223,0.005553579602883719
15,lightgbm,2019-07-31,2022-06-30,2022-07-29,2022-09-30,15345,1371,457,0.07705021102238668,0.23846807441334028,-0.00815187098981055
16,lightgbm,2019-10-31,2022-09-30,2022-10-31,2022-12-30,15456,1384,457,0.07848686305428389,0.24054049185112958,-0.01004193668158365
17,lightgbm,2020-01-31,2022-12-30,2023-01-31,2023-03-31,15555,1391,463,0.0773902287679726,0.23901232676611164,0.005437331699573334
18,lightgbm,2020-04-30,2023-03-31,2023-04-28,2023-06-30,15661,1398,465,0.0778536598419468,0.24084401531986108,0.08180830750170413
19,lightgbm,2020-07-31,2023-06-30,2023-07-31,2023-09-29,15760,1398,467,0.07853159779414533,0.24138936994556276,0.005925783526449096
20,lightgbm,2020-10-30,2023-09-29,2023-10-31,2023-12-29,15856,1397,465,0.07707285546861373,0.23909000048876541,0.01911093971585788
