start_date,trough_date,recovery_date,max_drawdown,duration_days
2025-01-31,2025-02-03,2025-02-04,-0.0008837210569904164,4
2025-02-07,2025-02-11,2025-02-13,-0.006126870838619958,6
2025-02-13,2025-02-14,2025-02-19,-0.006520065230564032,6
2025-02-19,2025-04-08,2025-08-13,-0.16944601344400056,175
2025-08-13,2025-08-14,2025-08-22,-0.0034669686524694265,9
2025-08-22,2025-08-25,2025-09-04,-0.0056536304606041865,13
2025-09-08,2025-09-09,2025-09-10,-0.0006867742665318533,2
2025-09-11,2025-09-12,2025-09-18,-0.005718407149950866,7
2025-09-23,2025-09-25,2025-10-01,-0.015109466235334934,8
2025-10-02,2025-10-10,2025-10-24,-0.04896119394987375,22
2025-10-27,2025-11-04,2025-11-10,-0.02825025909618739,14
2025-11-12,2025-11-20,2025-12-05,-0.06616259588912932,23
2025-12-05,2025-12-08,2025-12-10,-0.00417602482076429,5
2025-12-11,2025-12-17,2025-12-19,-0.021967168162863038,8
2025-12-22,2025-12-23,2025-12-24,-0.000586742995434486,2
2025-12-24,2025-12-31,,-0.017616295855194197,7
