date,sector,portfolio_contribution,internal_cap_benchmark_contribution,active_contribution,portfolio_start_wealth,benchmark_start_wealth,portfolio_linked_contribution,benchmark_linked_contribution,active_linked_contribution
2025-02-03,Communication Services,0.0,-0.0011726530917967786,0.0011726530917967786,1.0,1.0,0.0,-0.0011726530917967786,0.0011726530917967786
2025-02-03,Consumer Discretionary,0.0,-0.0017125815355537068,0.0017125815355537068,1.0,1.0,0.0,-0.0017125815355537068,0.0017125815355537068
2025-02-03,Consumer Staples,0.0,0.00048776327930674494,-0.00048776327930674494,1.0,1.0,0.0,0.00048776327930674494,-0.00048776327930674494
2025-02-03,Energy,0.0,0.00014162383973806783,-0.00014162383973806783,1.0,1.0,0.0,0.00014162383973806783,-0.00014162383973806783
2025-02-03,Financials,0.0,-0.0006912922890978676,0.0006912922890978676,1.0,1.0,0.0,-0.0006912922890978676,0.0006912922890978676
2025-02-03,Health Care,0.0,0.0003840081464126392,-0.0003840081464126392,1.0,1.0,0.0,0.0003840081464126392,-0.0003840081464126392
2025-02-03,Industrials,0.0,-0.0007916645658457551,0.0007916645658457551,1.0,1.0,0.0,-0.0007916645658457551,0.0007916645658457551
2025-02-03,Information Technology,0.0,-0.005578273096939527,0.005578273096939527,1.0,1.0,0.0,-0.005578273096939527,0.005578273096939527
2025-02-03,Materials,0.0,-2.3834203228893725e-06,2.3834203228893725e-06,1.0,1.0,0.0,-2.3834203228893725e-06,2.3834203228893725e-06
2025-02-03,Real Estate,0.0,-3.547425496729545e-05,3.547425496729545e-05,1.0,1.0,0.0,-3.547425496729545e-05,3.547425496729545e-05
2025-02-03,Transaction Costs,-0.0008837210569904314,0.0,-0.0008837210569904314,1.0,1.0,-0.0008837210569904314,0.0,-0.0008837210569904314
2025-02-03,Utilities,0.0,0.0001045690583261603,-0.0001045690583261603,1.0,1.0,0.0,0.0001045690583261603,-0.0001045690583261603
2025-02-04,Communication Services,0.0010498299103971192,0.0024869893837310103,-0.001437159473333891,0.9991162789430096,0.9911336420692598,0.001048902153599043,0.0024649388456849,-0.001416036692085857
2025-02-04,Consumer Discretionary,0.0008722103754270702,0.0018311886705940602,-0.00095897829516699,0.9991162789430096,0.9911336420692598,0.0008714395847521797,0.0018149526964018569,-0.0009435131116496771
2025-02-04,Consumer Staples,-0.0029105827218912786,-0.00013030224095838492,-0.0027802804809328938,0.9991162789430096,0.9911336420692598,-0.002908010578651831,-0.00012914693465087033,-0.0027788636440009605
2025-02-04,Energy,0.0,0.0006557317479343418,-0.0006557317479343418,0.9991162789430096,0.9911336420692598,0.0,0.000649917795550606,-0.000649917795550606
2025-02-04,Financials,-0.0008252020397973755,-0.0004989466863110732,-0.0003262553534863023,0.9991162789430096,0.9911336420692598,-0.0008244727913785351,-0.0004945228464018825,-0.00032994994497665265
2025-02-04,Health Care,-0.0007729920540224108,-0.00020688681681021307,-0.0005661052372121977,0.9991162789430096,0.9911336420692598,-0.0007723089446673849,-0.00020505248424122224,-0.0005672564604261626
2025-02-04,Industrials,0.0023872829503177448,8.472260084123051e-05,0.002302560349476514,0.9991162789430096,0.9911336420692598,0.0023851732581055547,8.397141993734893e-05,0.002301201838168206
2025-02-04,Information Technology,0.0025846238100217574,0.004614361028412615,-0.0020297372183908577,0.9991162789430096,0.9911336420692598,0.0025823397235364425,0.00457344845191305,-0.001991108728376608
2025-02-04,Materials,-0.0011582722350876762,0.00010578443383244878,-0.001264056668920125,0.9991162789430096,0.9911336420692598,-0.001157248645523802,0.00010484651117858959,-0.0012620951567023915
2025-02-04,Real Estate,0.0,4.3758261731647704e-06,-4.3758261731647704e-06,0.9991162789430096,0.9911336420692598,0.0,4.337028532070791e-06,-4.337028532070791e-06
2025-02-04,Utilities,-0.00019394820086780692,-0.00019825465846497157,4.306457597164651e-06,0.9991162789430096,0.9911336420692598,-0.00019377680475873464,-0.0001964968617015845,2.7200569428498505e-06
2025-02-05,Communication Services,0.0008834794175336474,-0.006904571751638277,0.007788051169171924,1.0001483158980227,0.9998048356914626,0.0008836104515768434,-0.006903224225666621,0.007786834677243465
2025-02-05,Consumer Discretionary,0.0005325355710348099,-0.002119555653142018,0.002652091224176828,1.0001483158980227,0.9998048356914626,0.000532614554526257,-0.002119141991528566,0.002651756546054823
2025-02-05,Consumer Staples,-0.00043784557783534703,0.0006088032236129942,-0.0010466488014483411,1.0001483158980227,0.9998048356914626,-0.0004379105172954189,0.0006086844069528224,-0.0010465949242482414
2025-02-05,Energy,0.0,2.997729106344441e-05,-2.997729106344441e-05,1.0001483158980227,0.9998048356914626,0.0,2.997144056616219e-05,-2.997144056616219e-05
2025-02-05,Financials,0.0012523419903242646,0.0011587924683414065,9.354952198285804e-05,1.0001483158980227,0.9998048356914626,0.001252527732551191,0.0011585663134105844,9.39614191406066e-05
2025-02-05,Health Care,0.0003126165482062491,0.0010912098112065205,-0.0007785932630002714,1.0001483158980227,0.9998048356914626,0.00031266291421033304,0.001090996845998247,-0.000778333931787914
2025-02-05,Industrials,-0.0005485753968382288,3.744973704638894e-05,-0.0005860251338846177,1.0001483158980227,0.9998048356914626,-0.000548656759290844,3.744242819435337e-05,-0.0005860991874851974
2025-02-05,Information Technology,0.0003153130152871554,0.004845404594741406,-0.00453009157945425,1.0001483158980227,0.9998048356914626,0.0003153597812201759,0.004844458944704089,-0.004529099163483913
2025-02-05,Materials,-5.9663165023578594e-06,1.5017975604437125e-05,-2.0984292106794984e-05,1.0001483158980227,0.9998048356914626,-5.967201401947794e-06,1.5015044631612653e-05,-2.0982246033560448e-05
2025-02-05,Real Estate,0.0,0.0002964820989473161,-0.0002964820989473161,1.0001483158980227,0.9998048356914626,0.0,0.0002964242362234813,-0.0002964242362234813
2025-02-05,Utilities,0.000989015895712362,0.0002384391736575643,0.0007505767220547977,1.0001483158980227,0.9998048356914626,0.0009891625824930933,0.0002383926388411092,0.0007507699436519841
2025-02-06,Communication Services,0.00026417882783643764,0.0002759853315284937,-1.1806503692056056e-05,1.0034417194366123,0.9991024217737898,0.00026508805724294375,0.00027573761310416034,-1.0649555861216593e-05
2025-02-06,Consumer Discretionary,0.0010999203147676172,0.00048071634182659444,0.0006192039729410228,1.0034417194366123,0.9991024217737898,0.0011037059318936776,0.0004802848613051875,0.0006234210705884902
2025-02-06,Consumer Staples,-0.00015821231311488124,0.0005217680256502697,-0.000679980338765151,1.0034417194366123,0.9991024217737898,-0.0001587568355080401,0.0005212996980313133,-0.0006800565335393534
2025-02-06,Energy,0.0,-0.0004937165574198884,0.0004937165574198884,1.0034417194366123,0.9991024217737898,0.0,-0.0004932734081880289,0.0004932734081880289
2025-02-06,Financials,0.000610130796419108,0.0010236222485371653,-0.0004134914521180573,1.0034417194366123,0.9991024217737898,0.0006122306954400194,0.001022703467495014,-0.00041047277205499464
2025-02-06,Health Care,-0.0019808909010984982,-0.0008371430028007503,-0.001143747898297748,1.0034417194366123,0.9991024217737898,-0.0019877085718146173,-0.0008363916014692122,-0.001151316970345405
2025-02-06,Industrials,-0.00024643481542193556,0.0003231808717515293,-0.0005696156871734649,1.0034417194366123,0.9991024217737898,-0.0002472829749160312,0.00032289079163791754,-0.0005701737665539488
2025-02-06,Information Technology,6.940269282887569e-05,0.0019964650362382396,-0.0019270623434093639,1.0034417194366123,0.9991024217737898,6.964155742573806e-05,0.0019946730526923225,-0.0019250314952665845
2025-02-06,Materials,0.0011057272802243192,3.70155976830601e-05,0.0010687116825412592,1.0034417194366123,0.9991024217737898,0.0011095328832962596,3.698237328854963e-05,0.00107255051000771
2025-02-06,Real Estate,0.0,5.525709682538412e-05,-5.525709682538412e-05,1.0034417194366123,0.9991024217737898,0.0,5.5207499258430064e-05,-5.5207499258430064e-05
2025-02-06,Utilities,-0.00022337748819032898,-1.7025380580355872e-05,-0.0002063521076099731,1.0034417194366123,0.9991024217737898,-0.00022414629083313526,-1.7010098969454002e-05,-0.00020713619186368126
2025-02-07,Communication Services,-0.0004414229378357348,-0.0032301574160659647,0.00278873447823023,1.0039840238888391,1.002465526021976,-0.0004431815773651539,-0.003238121453230354,0.0027949398758652
2025-02-07,Consumer Discretionary,0.004465758831138907,-0.0033596514557176077,0.007825410286856516,1.0039840238888391,1.002465526021976,0.004483550521003959,-0.0033679347638064486,0.007851485284810408
2025-02-07,Consumer Staples,0.0009912823015833432,-0.0003143641585108876,0.0013056464600942307,1.0039840238888391,1.002465526021976,0.0009952315939534347,-0.00031513923152407273,0.0013103708254775075
2025-02-07,Energy,0.0,-1.424734307025504e-05,1.424734307025504e-05,1.0039840238888391,1.002465526021976,0.0,-1.4282470265338772e-05,1.4282470265338772e-05
2025-02-07,Financials,-0.0005551114130444316,-0.0006444327176807135,8.932130463628187e-05,1.0039840238888391,1.002465526021976,-0.0005573229901749679,-0.0006460215833155679,8.869859314060001e-05
2025-02-07,Health Care,2.519941340649399e-07,-0.0005209076932688276,0.0005211596874028925,1.0039840238888391,1.002465526021976,2.5299808471490194e-07,-0.0005221920047416293,0.0005224450028263442
2025-02-07,Industrials,-0.00023851096879804053,-0.00027688073339733886,3.836976459929833e-05,1.0039840238888391,1.002465526021976,-0.0002394612021954821,-0.0002775633900505138,3.8102187855031697e-05
2025-02-07,Information Technology,-0.0006996817361252265,-0.003258666130088774,0.0025589843939635474,1.0039840238888391,1.002465526021976,-0.0007024692848765338,-0.003266700456229439,0.0025642311713529055
2025-02-07,Materials,0.0001960709479595725,-0.00023521493742269717,0.00043128588538226967,1.0039840238888391,1.002465526021976,0.00019685209930015078,-0.00023579486597167027,0.00043264696527182104
2025-02-07,Real Estate,0.0,-8.451750388008076e-05,8.451750388008076e-05,1.0039840238888391,1.002465526021976,0.0,-8.472588398520955e-05,8.472588398520955e-05
2025-02-07,Utilities,-0.0007442431415910606,-6.589793478034006e-05,-0.0006783452068107206,1.0039840238888391,1.002465526021976,-0.000747208224046264,-6.606040785333546e-05,-0.0006811478161929286
2025-02-10,Communication Services,0.00023279563141492127,0.0007842113933215197,-0.0005514157619065984,1.006970267822523,0.9904309895110024,0.0002344182793137966,0.0007767072662732347,-0.000542288986959438
