factor,accruals,beta_to_spy,book_to_market,earnings_yield,free_cash_flow_yield,max_drawdown_252d,momentum_12_1,momentum_3m,momentum_6m,realized_vol_252d,realized_vol_60d,roe,sales_yield
accruals,1.0,0.029460885308386336,-0.18085196443655618,-0.15479021389005831,0.4865042275763966,-0.008928354976588336,0.031166100028241432,-0.008789947165513326,0.00531109432845056,-0.013672123659437633,-0.02064001840838339,0.0010315510562228874,-0.041395403681978665
beta_to_spy,0.029460885308386336,1.0,-0.12242367204984038,0.08187707733450754,0.07899785019453262,-0.567317005403576,-0.028833518413108362,-0.06395208222823094,-0.052542886308805575,0.713776293874233,0.611401638784464,0.013009189951623187,-0.018521585511460457
book_to_market,-0.18085196443655618,-0.12242367204984038,1.0,0.20628906565448096,0.12863786142795286,0.1944886915860191,-0.1897225213441859,-0.02680016386047201,-0.09147776407361304,-0.1393436079010661,-0.1179988306289989,-0.19724714638244592,0.2845054986494698
earnings_yield,-0.15479021389005831,0.08187707733450754,0.20628906565448096,1.0,0.31588111562340443,0.005265811397554759,-0.05457287120750392,-0.05983848972476566,-0.05978172906717509,0.052270861920230845,0.05903781505423688,0.38821604711886415,0.2991749114101608
free_cash_flow_yield,0.4865042275763966,0.07899785019453262,0.12863786142795286,0.31588111562340443,1.0,-0.00934438839679397,-0.029889467620230356,-0.022421664852452696,-0.03479891252243412,0.04157648393635981,0.040607160437191016,0.12997610847694396,0.276282652913401
max_drawdown_252d,-0.008928354976588336,-0.567317005403576,0.1944886915860191,0.005265811397554759,-0.00934438839679397,1.0,-0.4486620830087861,-0.10734667641782865,-0.28138668108684,-0.7523588757118554,-0.6761095310902343,-0.014083224170826105,0.1202329664367355
momentum_12_1,0.031166100028241432,-0.028833518413108362,-0.1897225213441859,-0.05457287120750392,-0.029889467620230356,-0.4486620830087861,1.0,0.31595134086356563,0.6029754499325852,0.08649952200886334,0.11333741406990086,0.033277683649041684,-0.047080460901943025
momentum_3m,-0.008789947165513326,-0.06395208222823094,-0.02680016386047201,-0.05983848972476566,-0.022421664852452696,-0.10734667641782865,0.31595134086356563,1.0,0.6717755839140502,-0.057429189882127425,0.03349945347883788,-0.0422423836680043,0.035670549279903284
momentum_6m,0.00531109432845056,-0.052542886308805575,-0.09147776407361304,-0.05978172906717509,-0.03479891252243412,-0.28138668108684,0.6029754499325852,0.6717755839140502,1.0,-0.017733003684468906,0.06984354192917702,-0.015771318264708352,0.019052039936577156
realized_vol_252d,-0.013672123659437633,0.713776293874233,-0.1393436079010661,0.052270861920230845,0.04157648393635981,-0.7523588757118554,0.08649952200886334,-0.057429189882127425,-0.017733003684468906,1.0,0.8417086074299213,-0.007894986572297757,-0.13033513950905481
realized_vol_60d,-0.02064001840838339,0.611401638784464,-0.1179988306289989,0.05903781505423688,0.040607160437191016,-0.6761095310902343,0.11333741406990086,0.03349945347883788,0.06984354192917702,0.8417086074299213,1.0,-0.002944776710505114,-0.11951121819743848
roe,0.0010315510562228874,0.013009189951623187,-0.19724714638244592,0.38821604711886415,0.12997610847694396,-0.014083224170826105,0.033277683649041684,-0.0422423836680043,-0.015771318264708352,-0.007894986572297757,-0.002944776710505114,1.0,-0.023063583940243423
sales_yield,-0.041395403681978665,-0.018521585511460457,0.2845054986494698,0.2991749114101608,0.276282652913401,0.1202329664367355,-0.047080460901943025,0.035670549279903284,0.019052039936577156,-0.13033513950905481,-0.11951121819743848,-0.023063583940243423,1.0
