signal_date,execution_date,execution_price_model,optimizer_status,warning,turnover,holding_count,commission,slippage,market_impact,total_cost,cost_fraction,max_adv_participation,hhi,effective_holdings
2025-01-31,2025-02-03,close,optimal,,0.9999994492851461,44,99.99994492851464,499.9997246425731,348.98527511152724,948.9849446826149,0.000948984944682615,0.0005605022540942622,0.049999920440654384,20.000031823788884
2025-02-28,2025-03-03,close,optimal,,0.07781290538294472,36,7.567969653689465,37.83984826844734,8.33780619624983,53.74562411838664,5.526056994999326e-05,5.881792634462266e-05,0.04891751584972747,20.442575274508165
2025-03-31,2025-04-01,close,optimal,,0.054118247337671656,34,5.116061287267344,25.580306436336723,6.677087650758639,37.373455374362706,3.9534043637180984e-05,8.782614980674028e-05,0.047917422316029384,20.86923610800072
2025-04-30,2025-05-01,close,optimal,,0.0525932203550509,31,5.010197266058756,25.050986330293778,5.400603024073962,35.461786620426494,3.7225072364845565e-05,3.9854452609371363e-05,0.047816110153260385,20.91345357861181
2025-05-30,2025-06-02,close,optimal,,0.10702136080552287,30,10.537645918998788,52.68822959499392,41.065355478625776,104.29123099261848,0.00010591919245255515,0.00035880461466854046,0.04742004537024871,21.088128283980915
2025-06-30,2025-07-01,close,optimal,,0.025923454522105323,33,2.6253682215675394,13.126841107837691,3.3166382109551003,19.06884754036033,1.882899312715605e-05,3.116647214753897e-05,0.04684262412417705,21.348078138173015
2025-07-31,2025-08-01,close,optimal,,0.02333417510837797,34,2.301312480469031,11.506562402345152,1.4161781426604323,15.224053025474614,1.5436439952007485e-05,2.7582134807377204e-05,0.04631974808635734,21.58906387261921
2025-08-29,2025-09-02,close,optimal,,0.05894563403961796,33,6.024736707773966,30.12368353886983,8.773898063803074,44.92231831044687,4.3951705506433825e-05,0.00011325088199741902,0.04478855396359656,22.327132972696205
2025-09-30,2025-10-01,close,optimal,,0.034040709547992744,32,3.476471494760486,17.38235747380243,3.2099996258254113,24.068828594388325,2.3567574322896708e-05,4.9193015713817185e-05,0.04481720029461013,22.312861879510653
2025-10-31,2025-11-03,close,optimal,,0.054931907183633666,31,5.48761328827076,27.438066441353804,6.211039816405023,39.13671954602958,3.917649682366473e-05,4.6078219799384594e-05,0.04386754252897482,22.795897430075847
2025-11-28,2025-12-01,close,optimal,,0.07958324487900877,32,7.967387580394801,39.836937901974,23.883004818967475,71.68733030133627,7.160578426148223e-05,0.0001290311086397089,0.044314593028807976,22.565929903720907
