cost_bps,ending_value,total_return,transaction_cost_paid
5.0,3022654.135266461,2.022654135266461,2746.738977855043
10.0,3017049.221788452,2.017049221788452,5487.664626433683
25.0,3000291.5382707613,2.000291538270761,13675.666313776726
50.0,2972551.347677118,1.972551347677118,27207.043992674648
