factor_name,quantile,forward_return
accruals,1,0.009441134499993446
accruals,2,0.00891094967430348
accruals,3,0.007655622865472531
accruals,4,0.008258320996712577
accruals,5,0.009791520701708049
beta_to_spy,1,0.014232832968755008
beta_to_spy,2,0.009468483100457599
beta_to_spy,3,0.007698655888377274
beta_to_spy,4,0.004511090327204505
beta_to_spy,5,0.007473299282030753
book_to_market,1,0.007215764692201266
book_to_market,2,0.007415957345955133
book_to_market,3,0.008858287705837149
book_to_market,4,0.00936673610583984
book_to_market,5,0.010587927020970517
earnings_yield,1,0.0054600371502349174
earnings_yield,2,0.006769787217426893
earnings_yield,3,0.009640526136196178
earnings_yield,4,0.009744610251766563
earnings_yield,5,0.011865099747464011
free_cash_flow_yield,1,0.00678863247192706
free_cash_flow_yield,2,0.007245098425031746
free_cash_flow_yield,3,0.009227943089434473
free_cash_flow_yield,4,0.008555921945128346
free_cash_flow_yield,5,0.012183431262082468
max_drawdown_252d,1,0.008686568493506778
max_drawdown_252d,2,0.0065278337481770535
max_drawdown_252d,3,0.007349649543550272
max_drawdown_252d,4,0.010119771938693137
max_drawdown_252d,5,0.010696563721061644
momentum_12_1,1,0.0096292048530011
momentum_12_1,2,0.0074231516956168786
momentum_12_1,3,0.006483375687697125
momentum_12_1,4,0.007195765990122904
momentum_12_1,5,0.012664488652400612
momentum_3m,1,0.008204149643879092
momentum_3m,2,0.00870848386832901
momentum_3m,3,0.007690319668704626
momentum_3m,4,0.008840757986020563
momentum_3m,5,0.009957270296859269
momentum_6m,1,0.009088746755565418
momentum_6m,2,0.009064293834777507
momentum_6m,3,0.0049878527715607555
momentum_6m,4,0.008720209117678353
momentum_6m,5,0.011522593810685681
realized_vol_252d,1,0.0136641245703547
realized_vol_252d,2,0.00881085460950634
realized_vol_252d,3,0.007312186326557771
realized_vol_252d,4,0.005990408364564039
realized_vol_252d,5,0.007613450832811006
realized_vol_60d,1,0.01468247477492501
realized_vol_60d,2,0.008230919402793701
realized_vol_60d,3,0.006482622053905076
realized_vol_60d,4,0.00509303709292168
realized_vol_60d,5,0.008887822231681193
roe,1,0.010848696043897085
roe,2,0.00956807384989319
roe,3,0.005919429281933157
roe,4,0.007316297557207956
roe,5,0.009747246036948936
sales_yield,1,0.00314746990435597
sales_yield,2,0.00678727628993964
sales_yield,3,0.01060258038229798
sales_yield,4,0.009122542287722822
sales_yield,5,0.013191078448237262
