fold,model_type,train_start,train_end,test_start,test_end,train_rows,test_rows,purged_rows,mse,mae,rank_ic
1,lightgbm,2016-01-29,2018-12-31,2019-01-31,2019-03-29,13755,1249,413,0.07533621485601655,0.23639990493285082,0.06465078704046726
2,lightgbm,2016-04-29,2019-03-29,2019-04-30,2019-06-28,13896,1249,418,0.07493904665382885,0.23561933903996762,0.03280854170751793
3,lightgbm,2016-07-29,2019-06-28,2019-07-31,2019-09-30,14019,1260,416,0.07782542795327231,0.24064990568630468,-0.06483101774017676
4,lightgbm,2016-10-31,2019-09-30,2019-10-31,2019-12-31,14124,1279,422,0.07446166820798412,0.23524127859185398,0.04585183527390321
5,lightgbm,2017-01-31,2019-12-31,2020-01-31,2020-03-31,14238,1283,429,0.07794108853629736,0.24077707797360903,0.028753664130578723
6,lightgbm,2017-04-28,2020-03-31,2020-04-30,2020-06-30,14359,1297,424,0.07505571860797745,0.2365155713843632,0.043115457316465
7,lightgbm,2017-07-31,2020-06-30,2020-07-31,2020-09-30,14463,1304,434,0.07548571385767969,0.23597231260986717,-0.024189547859826747
8,lightgbm,2017-10-31,2020-09-30,2020-10-30,2020-12-31,14573,1310,434,0.07689484230128757,0.2399463168621369,-0.021525380279883384
9,lightgbm,2018-01-31,2020-12-31,2021-01-29,2021-03-31,14676,1324,438,0.07617610958971309,0.23808317068502316,4.4744042304529126e-05
10,lightgbm,2018-04-30,2021-03-31,2021-04-30,2021-06-30,14783,1339,444,0.07676280257828091,0.23823890032383283,0.01622764321397191
11,lightgbm,2018-07-31,2021-06-30,2021-07-30,2021-09-30,14903,1343,447,0.07684463227733258,0.23893087702919755,0.03008473709171568
12,lightgbm,2018-10-31,2021-09-30,2021-10-29,2021-12-31,15024,1347,447,0.07975444466600831,0.24407235484537965,-0.06717071615272237
13,lightgbm,2019-01-31,2021-12-31,2022-01-31,2022-03-31,15134,1351,450,0.07931559788094167,0.24353123488542022,-0.021775770215976962
14,lightgbm,2019-04-30,2022-03-31,2022-04-29,2022-06-30,15235,1365,451,0.07721495619500297,0.23883697951175392,0.01683159906370495
15,lightgbm,2019-07-31,2022-06-30,2022-07-29,2022-09-30,15345,1371,457,0.07703042684112164,0.23822927324767743,-0.01589756556017634
16,lightgbm,2019-10-31,2022-09-30,2022-10-31,2022-12-30,15456,1384,457,0.07858135399339845,0.24084325904608375,-0.005178221484540776
17,lightgbm,2020-01-31,2022-12-30,2023-01-31,2023-03-31,15555,1391,463,0.07737859812896614,0.2390256008856601,0.004807444205649636
18,lightgbm,2020-04-30,2023-03-31,2023-04-28,2023-06-30,15661,1398,465,0.0775563317519031,0.24049141564051402,0.11525690195305341
19,lightgbm,2020-07-31,2023-06-30,2023-07-31,2023-09-29,15760,1398,467,0.07864325246267133,0.24147041224136206,-0.01041489554223048
20,lightgbm,2020-10-30,2023-09-29,2023-10-31,2023-12-29,15856,1397,465,0.0772291532666362,0.2392713142032815,0.013909287737297972
