daily_loss,drawdown,realized_vol,beta,single_name_weight,tracking_error,portfolio_daily_return,benchmark_daily_return,active_return
-0.027496654664821072,-0.018150367166168024,0.1392804488884947,0.8491611651181267,0.05000000017456611,0.05928300074767379,-0.027496654664821072,-0.0264453618943868,-0.0010512927704342707
